ORDER_ID,CUSTOMER_ID,PROD_ID,TRANSACTION_DATE,UNITS,MOBILE NUMBER,CUSTOMER_NAME,DOB,STATE_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRICE,SALES
95,353,100,2019-02-06 00:00:00,2,1000032986,Dean percer,1958-05-20 00:00:00,WA,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,398
96,550,178,2019-06-26 00:00:00,4,1000033184,Toby Ritter,1984-04-04 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,1100
97,557,48,2019-06-01 00:00:00,2,1000033191,Frank Olsen,1980-04-24 00:00:00,QLD,VEGETABLES,ONION POTATO AND TOMATO,SAMBHAR ONION - PYAAZ,229,458
98,529,80,2019-05-10 00:00:00,1,1000033163,Sonia Cooley,1947-03-15 00:00:00,QLD,FRUITS,BANANA,banana red,99,99
99,226,14,2019-02-04 00:00:00,6,1000032859,Georgia Rosenberg,1971-04-21 00:00:00,SA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON GRASS,25,150
100,555,86,2019-08-25 00:00:00,10,1000033189,Edward Hooks,1990-02-27 00:00:00,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,850
101,374,139,2019-09-17 00:00:00,8,1000033008,Keith Herrera,1962-07-22 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,NATURO MANGO FRUIT BITES 180 GM,100,800
102,471,58,2019-04-03 00:00:00,1,1000033105,Kean Nguyen,1964-08-28 00:00:00,QLD,VEGETABLES,ROOTY VEGETABLES,baby potato,49,49
103,160,169,2019-06-19 00:00:00,1,1000032759,Eugene Hildebrand,1954-11-01 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,50
104,543,127,2019-07-24 00:00:00,7,1000033177,Parhena Norris,1977-04-30 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO RAW MANGO PULPY FRUIT CHEWS 150 GM,49,343
105,514,40,2019-04-16 00:00:00,9,1000033148,Matt Abelman,1952-10-07 00:00:00,QLD,VEGETABLES,LEAFY VEGETABLES,GREEN AMARANTHUS (HARI CHAULAEE),15,135
106,457,37,2019-11-02 00:00:00,9,1000033091,Paul Gonzalez,1941-01-26 00:00:00,QLD,VEGETABLES,LEAFY VEGETABLES,CURRY LEAVES,5,45
107,10,164,2019-06-05 00:00:00,4,1000032556,Greg Maxwell,1952-08-15 00:00:00,ACT,CHOCOLATES AND SWEETS,CANDIES,FOX'S CRYSTAL CLEAR FRUITS FLAVOURED CANDY 90 GM,47,188
108,229,74,2019-07-23 00:00:00,3,1000032862,Emily Ducich,1988-04-06 00:00:00,SA,FRUITS,APPLE,granny smith,259,777
109,455,87,2019-11-25 00:00:00,5,1000033089,Alan Hwang,1964-03-28 00:00:00,QLD,FRUITS,CITRUS_FRUITS,papaya,42,210
110,220,64,2019-07-16 00:00:00,4,1000032853,Brosina Hoffman,1948-04-22 00:00:00,WA,VEGETABLES,ROOTY VEGETABLES,white raddish,9,36
111,210,71,2019-12-22 00:00:00,5,1000032843,Cynthia Voltz,1933-10-14 00:00:00,QLD,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,345
112,594,4,2019-07-15 00:00:00,6,1000033228,Patrick Ryan,1946-11-10 00:00:00,SA,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,408
113,187,28,2019-04-28 00:00:00,1,1000032804,Karen Seio,1959-02-11 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,19
114,442,126,2019-04-06 00:00:00,6,1000033076,Christina Anderson,1939-11-05 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,KOPIKO CANDY CAPPUCCINO 175 GM,115,690
115,53,161,2019-04-22 00:00:00,4,1000032599,Deirdre Greer,1977-08-14 00:00:00,NSW,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,896
116,597,175,2019-10-02 00:00:00,1,1000033231,Julia Barnett,1952-05-22 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,RINDA PUDDING CUP JELLY 80 GM (PACK OF 6),139,139
117,453,144,2019-01-15 00:00:00,10,1000033087,Matt Collins,1988-02-22 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,RAVALGAON SUPRIME ASSORTED TOFFEE 238 GM,50,500
118,254,79,2019-10-16 00:00:00,1,1000032887,Cynthia Delaney,1943-03-30 00:00:00,WA,FRUITS,BANANA,nendran,99,99
119,522,9,2019-06-18 00:00:00,2,1000033156,Alejandro Grove,1975-07-09 00:00:00,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,CHILLI GREEN (HARI MIRCH),59,118
120,343,23,2019-06-15 00:00:00,3,1000032976,Larry Tron,1980-06-23 00:00:00,WA,VEGETABLES,EXOTIC VEGETABLES,AMERICAN SWEET CORN (BHUTTA),18,54
121,382,172,2019-10-03 00:00:00,5,1000033016,Gary Hwang,1954-03-14 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE MANGO BITE CANDY 289 GM,50,250
122,209,171,2019-11-07 00:00:00,3,1000032842,Michelle Tran,1983-12-27 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE LONDONDERRY LACTO BONBON CANDY 277 GM,50,150
123,308,101,2019-01-01 00:00:00,2,1000032941,John Castell,1963-12-03 00:00:00,WA,FRUITS,MELONS,musk melons,90,180
124,241,51,2019-11-25 00:00:00,6,1000032874,Charles Sheldon,1959-02-22 00:00:00,WA,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,192
125,73,34,2019-01-06 00:00:00,3,1000032619,Aimee Bixby,1988-06-01 00:00:00,NSW,VEGETABLES,EXOTIC VEGETABLES,RED CAPCICUM (LAL SHIMLA MIRCH),149,447
126,62,50,2019-01-11 00:00:00,8,1000032608,Kimberly Carter,1980-09-10 00:00:00,NSW,VEGETABLES,ONION POTATO AND TOMATO,TOMATO GREEN,36,288
127,156,6,2019-10-10 00:00:00,2,1000032755,John Lee,1972-12-27 00:00:00,NSW,VEGETABLES,BRINJAL,NAGPURE BRINJAL (BAINGAN),48,96
128,398,149,2019-02-02 00:00:00,7,1000033032,Kean Thornton,1975-02-19 00:00:00,VIC,CHOCOLATES AND SWEETS,CANDIES,SWAD IMLI & GUAVA CANDY 100 GM,100,700
129,354,150,2019-04-13 00:00:00,4,1000032987,Gary Zandusky,1943-08-16 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD KACCHA AAM & LEMON CANDY 1.5 GM (PACK OF 90),100,400
130,114,131,2019-10-02 00:00:00,9,1000032660,Christopher Conant,1947-09-13 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,MENTOS MINT STICK 31.2 GM,15,135
131,253,155,2019-06-07 00:00:00,3,1000032886,Cynthia Arntzen,1950-07-01 00:00:00,SA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC POPCORN FENNEL MINT 10.2 GM,10,30
132,537,175,2019-05-04 00:00:00,8,1000033171,Steve Nguyen,1956-02-02 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,RINDA PUDDING CUP JELLY 80 GM (PACK OF 6),139,1112
133,497,19,2019-08-08 00:00:00,1,1000033131,Cathy Hwang,1961-02-05 00:00:00,QLD,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (KHEERA),39,39
134,385,35,2019-12-26 00:00:00,6,1000033019,Muhammed MacIntyre,1976-12-31 00:00:00,WA,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,60
135,225,18,2019-11-18 00:00:00,10,1000032858,Carol Triggs,1990-09-13 00:00:00,SA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (DESI KHEERA),34,340
136,341,155,2019-09-13 00:00:00,10,1000032974,Kristen Hastings,1988-07-17 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC POPCORN FENNEL MINT 10.2 GM,10,100
137,443,114,2019-11-26 00:00:00,4,1000033077,Philip Fox,1963-08-14 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY COLA BOTTLES 72.8 GM,30,120
138,234,77,2019-08-02 00:00:00,3,1000032867,Bryan Mills,1952-11-12 00:00:00,SA,FRUITS,APPLE,royal gala,179,537
139,380,99,2019-10-19 00:00:00,10,1000033014,Chuck Magee,1963-11-10 00:00:00,WA,FRUITS,IMPORTED_FRUITS,imported orange,149,1490
140,116,25,2019-12-15 00:00:00,10,1000032662,Gary McGarr,1961-04-10 00:00:00,SA,VEGETABLES,EXOTIC VEGETABLES,BROCCOLI,119,1190
141,8,69,2019-03-03 00:00:00,1,1000032554,Jane Waco,1987-04-29 00:00:00,QLD,VEGETABLES,SEASONAL VEGETABLES,coconut,30,30
142,316,73,2019-11-07 00:00:00,5,1000032949,Thomas Thornton,1979-01-16 00:00:00,WA,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,195
143,519,125,2019-04-22 00:00:00,8,1000033153,Natalie Webber,1960-11-24 00:00:00,QLD,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,160
144,430,20,2019-09-05 00:00:00,3,1000033064,Cari MacIntyre,1933-02-22 00:00:00,QLD,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (FRENCH),44,132
145,299,152,2019-05-11 00:00:00,6,1000032932,Brad Norvell,1971-02-13 00:00:00,WA,CHOCOLATES AND SWEETS,CANDIES,TIC TAC ELAICHI MINTS 10.7 GM,25,150
146,240,11,2019-11-13 00:00:00,6,1000032873,Russell D'Ascenzo,1988-12-10 00:00:00,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GINGER(ADRAKH),99,594
147,454,34,2019-03-15 00:00:00,3,1000033088,Jennifer Ferguson,1949-01-01 00:00:00,QLD,VEGETABLES,EXOTIC VEGETABLES,RED CAPCICUM (LAL SHIMLA MIRCH),149,447
